[Japanese] 魔術師の稲妻 // Wizard's Lightning,DOM-UC-JPN-152-NM,0,1.0000,1.0000,1.0000
[Korean] 번개 같은 망치전사 | Lightning Mauler,AVR-144-KOR-NM,3,0.5000,0.5000,0.5000
[Russian] Мастер Молний | Lightning Crafter (Morningtide),MISC-R-RUS-MOR-093-NM,0,15.0000,15.0000,15.0000
[Russian] Плетун Молний | Weaver of Lightning,EMN-UC-RUS-149-NM,4,0.5000,0.5000,0.5000
[Russian] Удар Молнии  | Lightning Bolt,M11-C-RUS-149-NM,0,4.5500,4.5500,4.5500
[Spanish] Fulmini a Catena | Chain Lightning (Legend),MISC-C-ESP-LEG-137-NM,0,13.0000,13.0000,13.0000
[Traditional Chinese] 迅雷護脛 | Lightning Greaves (Mirrodin) ,MISC-UC-ZHT-MRD-199-NM,1,12.8200,12.8200,12.8200
【 Japanese 】 稲妻の骨精霊 | Lightning Skelemental,MH1-R-JPN-208-NM ,15,2.4300,2.4300,2.4300
【Japanese】Lightning Bolt | 稲妻 (Magic 2010),MISC-C-JPN-M10-146-NM,0,3.5000,3.5000,3.5000
【Japanese】稲妻 | Lightning Bolt (Fourth Edition)【Black Border】,MISC-C-JPN-4ED-FBB-226-NM,0,52.0000,52.0000,52.0000
【Japanese】稲妻の狂戦士 | Lightning Berserker,DTK-UC-JPN-146-NM,6,0.5000,0.5000,0.5000
【Japanese】稲妻駆け | Lightning Runner,AER-M-JPN-090-NM,4,1.4000,1.4000,1.4000
【Japanese】蓄霊稲妻 | Harnessed Lightning,KLD-UC-JPN-117-NM,0,0.5000,0.5000,0.5000
【Russian】Harnessed Lightning,KLD-UC-RUS-117-NM,0,0.5000,0.5000,0.5000
稲妻のすね当て|Lightning Greaves (Commander Edition),MISC-UC-JPN-CMD-253-NM,0,7.8000,7.8000,7.8000
